"recordid","county","year","date","office","surname","prof","ncand","votes","location","writein","totalvotes","raceid","incumb","elected","first","sumvotes","percent"
201800815,"SAN FRANCISCO",2018,2018-06-05,"COUNTY SUPERVISOR","Sheehy","Appointed San Francisco Supervisor",3,12635,"San Francisco","88","33265",201800406,"Y",2,"Jeff",33177,0.379828648729896
201800835,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Berry","Mother",6,954,"San Francisco","119","23169",201800413,"N",2,"Gloria",23050,0.0411757089214036
201800836,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Chandler","Mother/Grandmother",6,799,"San Francisco","119","23169",201800413,"N",2,"Asale",23050,0.0344857352496871
201800837,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Ellington","Human Rights Commissioner",6,4800,"San Francisco","119","23169",201800413,"N",2,"Theo",23050,0.207173378220899
201800838,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Kelly","Artist/Art Director",6,5643,"San Francisco","119","23169",201800413,"N",2,"Tony",23050,0.243558202770944
201800839,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Pease-Greene","Community Builder",6,1304,"San Francisco","119","23169",201800413,"N",2,"Uzuri",23050,0.0562821010833441
201800840,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Walton","San Francisco Board of Education Commissioner",6,9550,"San Francisco","119","23169",201800413,"N",1,"Shamann",23050,0.412188700418663
201800841,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Dennis","Independent Businessman",4,3095,"San Francisco","93","35315",201800414,"N",2,"John",35222,0.0876398131105762
201800842,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Hudak","Businesswoman/Entrepreneur/Coe",4,4132,"San Francisco","93","35315",201800414,"N",2,"Schuyler",35222,0.117004105904007
201800843,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Josefowitz","Clean Energy Entrepreneur",4,13617,"San Francisco","93","35315",201800414,"N",2,"Nick",35222,0.385586861107178
201800844,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Stefani","Appointed Supervisor/Attorney",4,14378,"San Francisco","93","35315",201800414,"Y",1,"Catherine",35222,0.407135777998018
201800845,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Bassan","Attorney/Teacher",8,2169,"San Francisco","68","28397",201800415,"N",2,"Lou Ann",28329,0.0763813078846357
201800846,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Ho","Legislative Aide",8,7423,"San Francisco","68","28397",201800415,"N",2,"Jessica",28329,0.261400852202697
201800847,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Kim","project Manager",8,511,"San Francisco","68","28397",201800415,"N",2,"Adam",28329,0.0179948586118252
201800848,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Mar","Nonprofit Director/Parent",8,10288,"San Francisco","68","28397",201800415,"N",1,"Gordon",28329,0.362291791386414
201800849,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","McNeil","Public School Teacher",8,3479,"San Francisco","68","28397",201800415,"N",2,"Trevor",28329,0.122512941507906
201800850,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Murphy","Educator",8,1176,"San Francisco","68","28397",201800415,"N",2,"Mike",28329,0.041412825298447
201800851,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Nguyen","Consultant",8,848,"San Francisco","68","28397",201800415,"N",2,"Tuan",28329,0.0298623093988802
201800852,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Tom","City Auditor",8,2435,"San Francisco","68","28397",201800415,"N",2,"Arthur",28329,0.0857484945592844
201800853,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Haney","School Board Member/Attorney",3,14249,"San Francisco","93","25338",201800416,"N",1,"Matt",25245,0.562356934248954
201800854,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Johnson","Housing Policy Educator",3,6237,"San Francisco","93","25338",201800416,"N",2,"Christine",25245,0.246152024627042
201800855,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Trauss","Housing Non-profit Director",3,4759,"San Francisco","93","25338",201800416,"N",2,"Sonja",25245,0.187820664614413
201800856,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Dagesse","Theatrical Stage Technician",2,3554,"San Francisco","233","42079",201800417,"N",2,"Lawrence ""Stark""",41846,0.0844601820385465
201800857,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Mandelman","City College Trustee/Attorney",2,38292,"San Francisco","233","42079",201800417,"Y",1,"Rafael",41846,0.910002614130564
201900018,"SAN FRANCISCO",2019,2019-11-05,"COUNTY SUPERVISOR","Brown","District 5 Supervisor",4,11171,"San Francisco","0","23473",201900006,"Y",1,"Vallie",23473,0.475908490606228
201900021,"SAN FRANCISCO",2019,2019-11-05,"COUNTY SUPERVISOR","Preston","Nonprofit Housing Attorney",4,11119,"San Francisco","0","23473",201900006,"N",2,"Dean",23473,0.473693179397606
201900019,"SAN FRANCISCO",2019,2019-11-05,"COUNTY SUPERVISOR","Lam","Local Political Journalist",4,918,"San Francisco","0","23473",201900006,"N",2,"Ryan",23473,0.0391087632599156
201900020,"SAN FRANCISCO",2019,2019-11-05,"COUNTY SUPERVISOR","O'Meara","Film Producer",4,265,"San Francisco","0","23473",201900006,"N",2,"Nomvula",23473,0.0112895667362502
